"","triToken","Ranking"
"73816","i see people",60318
"73817","i see of",60318
"73818","i see now",60318
"73819","i see more",60318
"73820","i see it",60318
"73821","i see is",60318
"73822","i see in",60318
"73823","i see drinking",60318
"73824","i see both",60318
"73825","i see are",60318
"73826","i see an",60318
"73827","i second this",60318
"73828","i screamed twice",60318
"73829","i say venus",60318
"73830","i say that",60318
"73831","i say my",60318
"73832","i say listening",60318
"73833","i say i",60318
"73834","i saw your",60318
"73835","i saw yall",60318
"73836","i saw willie",60318
"73837","i saw was",60318
"73838","i saw uncharted",60318
"73839","i saw the",60318
"73840","i saw that",60318
"73841","i saw paul",60318
"73842","i saw my",60318
"73843","i saw john",60318
"73844","i saw his",60318
"73845","i saw anchorman",60318
"73846","i saw a",60318
"73847","i sat there",60318
"73848","i sat at",60318
"73849","i said the",60318
"73850","i said thanks",60318
"73851","i said thank",60318
"73852","i said so",60318
"73853","i said okay",60318
"73854","i said isnt",60318
"73855","i said i",60318
"73856","i said home",60318
"73857","i said but",60318
"73858","i sag him",60318
"73859","i s i",60318
"73860","i s every",60318
"73861","i rt hate",60318
"73862","i roll with",60318
"73863","i robbed my",60318
"73864","i rly love",60318
"73865","i rewarded myself",60318
"73866","i return to",60318
"73867","i return from",60318
"73868","i retract my",60318
"73869","i retain more",60318
"73870","i respect applaud",60318
"73871","i replied that",60318
"73872","i rep a",60318
"73873","i remixed madonnas",60318
"73874","i remember writing",60318
"73875","i remember who",60318
"73876","i remember u",60318
"73877","i remember the",60318
"73878","i remember all",60318
"73879","i rely on",60318
"73880","i rely hope",60318
"73881","i refused transport",60318
"73882","i refuse to",60318
"73883","i recommend lifetime",60318
"73884","i recieve tired",60318
"73885","i received lol",60318
"73886","i received a",60318
"73887","i recalled somewhere",60318
"73888","i recall correctly",60318
"73889","i really would",60318
"73890","i really think",60318
"73891","i really luv",60318
"73892","i really love",60318
"73893","i really look",60318
"73894","i really like",60318
"73895","i really havent",60318
"73896","i really feel",60318
"73897","i really enjoyed",60318
"73898","i really do",60318
"73899","i really dnt",60318
"73900","i really dislike",60318
"73901","i really didnt",60318
"73902","i really cant",60318
"73903","i really appreciate",60318
"73904","i really agree",60318
"73905","i realized ive",60318
"73906","i realize that",60318
"73907","i realize mw",60318
"73908","i read the",60318
"73909","i rarely buy",60318
"73910","i rant a",60318
"73911","i ran to",60318
"73912","i ran out",60318
"73913","i raised her",60318
"73914","i quit twitter",60318
"73915","i qet on",60318
"73916","i put ur",60318
"73917","i put out",60318
"73918","i put on",60318
"73919","i put my",60318
"73920","i put it",60318
"73921","i pursue dentistry",60318
"73922","i purchased mine",60318
"73923","i punch you",60318
"73924","i pulled a",60318
"73925","i pull it",60318
"73926","i protects my",60318
"73927","i promise its",60318
"73928","i promise ill",60318
"73929","i promise i",60318
"73930","i promise a",60318
"73931","i prefer conway",60318
"73932","i pray they",60318
"73933","i pray for",60318
"73934","i post the",60318
"73935","i played yesterday",60318
"73936","i played all",60318
"73937","i play broadway",60318
"73938","i plan to",60318
"73939","i phrase it",60318
"73940","i phone has",60318
"73941","i personally go",60318
"73942","i personally dont",60318
"73943","i perfect no",60318
"73944","i pay to",60318
"73945","i passed this",60318
"73946","i passed out",60318
"73947","i passed my",60318
"73948","i passed all",60318
"73949","i pack it",60318
"73950","i owe them",60318
"73951","i ordered pistachio",60318
"73952","i only respect",60318
"73953","i only pooped",60318
"73954","i only learn",60318
"73955","i only have",60318
"73956","i only ask",60318
"73957","i often pray",60318
"73958","i offer this",60318
"73959","i of course",60318
"73960","i now know",60318
"73961","i now have",60318
"73962","i noticed this",60318
"73963","i noticed that",60318
"73964","i notice smoking",60318
"73965","i not tired",60318
"73966","i not live",60318
"73967","i not know",60318
"73968","i not be",60318
"73969","i no longer",60318
"73970","i no it",60318
"73971","i never would",60318
"73972","i never win",60318
"73973","i never used",60318
"73974","i never stopped",60318
"73975","i never saw",60318
"73976","i never questioned",60318
"73977","i never never",60318
"73978","i never meet",60318
"73979","i never lost",60318
"73980","i never have",60318
"73981","i never go",60318
"73982","i never eat",60318
"73983","i never do",60318
"73984","i never ate",60318
"73985","i never answer",60318
"73986","i needthe reason",60318
"73987","i needed some",60318
"73988","i needed on",60318
"73989","i needed good",60318
"73990","i needed foot",60318
"73991","i needed be",60318
"73992","i needed another",60318
"73993","i needed a",60318
"73994","i needa go",60318
"73995","i need space",60318
"73996","i need sorry",60318
"73997","i need sleep",60318
"73998","i need new",60318
"73999","i need nap",60318
"74000","i need learn",60318
"74001","i need help",60318
"74002","i need giordanos",60318
"74003","i need cool",60318
"74004","i need coffee",60318
"74005","i need before",60318
"74006","i need at",60318
"74007","i need another",60318
"74008","i my nook",60318
"74009","i must say",60318
"74010","i must have",60318
"74011","i must get",60318
"74012","i must call",60318
"74013","i must be",60318
"74014","i must admit",60318
"74015","i moved would",60318
"74016","i moved here",60318
"74017","i moment of",60318
"74018","i mixed with",60318
"74019","i missed zachs",60318
"74020","i missed this",60318
"74021","i missed an",60318
"74022","i miss youi",60318
"74023","i miss watching",60318
"74024","i miss the",60318
"74025","i miss simon",60318
"74026","i miss seeing",60318
"74027","i miss laughing",60318
"74028","i miss her",60318
"74029","i miss flakey",60318
"74030","i miss desperate",60318
"74031","i miss as",60318
"74032","i might tell",60318
"74033","i might talk",60318
"74034","i might not",60318
"74035","i might make",60318
"74036","i might heres",60318
"74037","i might buy",60318
"74038","i might bring",60318
"74039","i met u",60318
"74040","i met him",60318
"74041","i met at",60318
"74042","i ment like",60318
"74043","i ment done",60318
"74044","i meet you",60318
"74045","i meet people",60318
"74046","i meet him",60318
"74047","i meant to",60318
"74048","i meant minutes",60318
"74049","i meant in",60318
"74050","i mean wouldnt",60318
"74051","i mean to",60318
"74052","i mean thats",60318
"74053","i mean sql",60318
"74054","i mean serve",60318
"74055","i mean really",60318
"74056","i mean obviously",60318
"74057","i mean manages",60318
"74058","i mean lol",60318
"74059","i mean leavin",60318
"74060","i mean it",60318
"74061","i mean everyone",60318
"74062","i mean digest",60318
"74063","i mean cheers",60318
"74064","i mean bon",60318
"74065","i may need",60318
"74066","i may join",60318
"74067","i make this",60318
"74068","i make my",60318
"74069","i make it",60318
"74070","i make an",60318
"74071","i mak the",60318
"74072","i made this",60318
"74073","i made my",60318
"74074","i made many",60318
"74075","i made a",60318
"74076","i luv u",60318
"74077","i luv it",60318
"74078","i luv her",60318
"74079","i luh u",60318
"74080","i lucky enough",60318
"74081","i love yous",60318
"74082","i love yo",60318
"74083","i love yea",60318
"74084","i love working",60318
"74085","i love why",60318
"74086","i love whats",60318
"74087","i love what",60318
"74088","i love wet",60318
"74089","i love wen",60318
"74090","i love watching",60318
"74091","i love wallstreet",60318
"74092","i love ur",60318
"74093","i love tressa",60318
"74094","i love those",60318
"74095","i love them",60318
"74096","i love sushi",60318
"74097","i love strange",60318
"74098","i love rumchada",60318
"74099","i love reading",60318
"74100","i love perfume",60318
"74101","i love paul",60318
"74102","i love order",60318
"74103","i love one",60318
"74104","i love now",60318
"74105","i love not",60318
"74106","i love newt",60318
"74107","i love new",60318
"74108","i love nashville",60318
"74109","i love michael",60318
"74110","i love metropoliscomicscom",60318
"74111","i love megan",60318
"74112","i love mahomies",60318
"74113","i love love",60318
"74114","i love life",60318
"74115","i love kids",60318
"74116","i love i",60318
"74117","i love his",60318
"74118","i love her",60318
"74119","i love heavy",60318
"74120","i love going",60318
"74121","i love fizzy",60318
"74122","i love dat",60318
"74123","i love dancing",60318
"74124","i love creating",60318
"74125","i love cows",60318
"74126","i love connor",60318
"74127","i love cody",60318
"74128","i love chicago",60318
"74129","i love cereal",60318
"74130","i love battling",60318
"74131","i love anyone",60318
"74132","i love alotta",60318
"74133","i love about",60318
"74134","i lost someone",60318
"74135","i lost my",60318
"74136","i lost all",60318
"74137","i lose a",60318
"74138","i look weird",60318
"74139","i look up",60318
"74140","i look into",60318
"74141","i look good",60318
"74142","i logged in",60318
"74143","i loce chix",60318
"74144","i live who",60318
"74145","i live right",60318
"74146","i live my",60318
"74147","i literally died",60318
"74148","i listen to",60318
"74149","i liked you",60318
"74150","i liked it",60318
"74151","i like their",60318
"74152","i like sounds",60318
"74153","i like saying",60318
"74154","i like rumi",60318
"74155","i like really",60318
"74156","i like readg",60318
"74157","i like one",60318
"74158","i like my",60318
"74159","i like monkeys",60318
"74160","i like mm",60318
"74161","i like him",60318
"74162","i like friendly",60318
"74163","i like ensiferum",60318
"74164","i like ballet",60318
"74165","i like bacon",60318
"74166","i like antonio",60318
"74167","i like about",60318
"74168","i like a",60318
"74169","i lied im",60318
"74170","i let the",60318
"74171","i let my",60318
"74172","i left my",60318
"74173","i left in",60318
"74174","i left fridayi",60318
"74175","i left for",60318
"74176","i led a",60318
"74177","i leaving julina",60318
"74178","i leave it",60318
"74179","i leave for",60318
"74180","i learning about",60318
"74181","i learned the",60318
"74182","i learn so",60318
"74183","i laughed big",60318
"74184","i laugh so",60318
"74185","i laugh at",60318
"74186","i laced up",60318
"74187","i ko night",60318
"74188","i knt stand",60318
"74189","i knoww she",60318
"74190","i knowi have",60318
"74191","i know your",60318
"74192","i know wisconsin",60318
"74193","i know who",60318
"74194","i know when",60318
"74195","i know want",60318
"74196","i know theyre",60318
"74197","i know there",60318
"74198","i know sportingkc",60318
"74199","i know some",60318
"74200","i know she",60318
"74201","i know rt",60318
"74202","i know ritewit",60318
"74203","i know reid",60318
"74204","i know of",60318
"74205","i know nyc",60318
"74206","i know me",60318
"74207","i know loved",60318
"74208","i know lots",60318
"74209","i know hunger",60318
"74210","i know how",60318
"74211","i know her",60318
"74212","i know forgive",60318
"74213","i know everything",60318
"74214","i know echo",60318
"74215","i know cutie",60318
"74216","i know but",60318
"74217","i know both",60318
"74218","i know and",60318
"74219","i kno she",60318
"74220","i knew what",60318
"74221","i knew u",60318
"74222","i knew things",60318
"74223","i knew the",60318
"74224","i knew that",60318
"74225","i knew i",60318
"74226","i knew closets",60318
"74227","i kinda like",60318
"74228","i killed him",60318
"74229","i kill a",60318
"74230","i keep working",60318
"74231","i keep thinking",60318
"74232","i keep them",60318
